asin    itemID
Adventures of Priscilla, Queen of the Desert, The	381
Flintstones, The	382
Naked Gun 33 1/3: The Final Insult	383
True Lies	384
Addams Family Values	385
Age of Innocence, The	386
Beverly Hills Cop III	387
Black Beauty	388
Fear of a Black Hat	389
Last Action Hero	390
Man Without a Face, The	391
Mrs. Doubtfire	392
Radioland Murders	393
Robin Hood: Men in Tights	394
Serial Mom	395
Striking Distance	396
Super Mario Bros.	397
Three Musketeers, The	398
Little Rascals, The	399
Brady Bunch Movie, The	400
Ghost	401
Batman	402
Pinocchio	403
Mission: Impossible	404
Thinner	405
Spy Hard	406
Close Shave, A	407
Jack	408
Kingpin	409
Nutty Professor, The	410
Very Brady Sequel, A	411
Tales from the Crypt Presents: Bordello of Blood	412
My Favorite Year	413
Apple Dumpling Gang, The	414
Old Yeller	415
Parent Trap, The	416
Cinderella	417
Mary Poppins	418
Alice in Wonderland	419
William Shakespeare's Romeo and Juliet	420
Aladdin and the King of Thieves	421
E.T. the Extra-Terrestrial	422
Children of the Corn: The Gathering	423
Bob Roberts	424
Transformers: The Movie, The	425
To Kill a Mockingbird	426
Harold and Maude	427
Day the Earth Stood Still, The	428
Duck Soup	429
Highlander	430
Fantasia	431
Heathers	432
Forbidden Planet	433
Butch Cassidy and the Sundance Kid	434
American Werewolf in London, An	435
Amityville 1992: It's About Time	436
Amityville 3-D	437
Amityville: A New Generation	438
Amityville II: The Possession	439
Amityville Horror, The	440
Amityville Curse, The	441
Birds, The	442
Blob, The	443
Body Snatcher, The	444
Burnt Offerings	445
Carrie	446
Omen, The	447
Star Trek: The Motion Picture	448
Star Trek V: The Final Frontier	449
Grease	450
Jaws 2	451
Jaws 3-D	452
Bastard Out of Carolina	453
Jackie Chan's First Strike	454
Beverly Hills Ninja	455
Free Willy 3: The Rescue	456
Nixon	457
Cry, the Beloved Country	458
Crossing Guard, The	459
Smoke	460
Like Water For Chocolate (Como agua para chocolate)	461
Secret of Roan Inish, The	462
Vanya on 42nd Street	463
Jungle Book, The	464
Red Rock West	465
Bronx Tale, A	466
Rudy	467
Short Cuts	468
Tombstone	469
Courage Under Fire	470
Dragonheart	471
James and the Giant Peach	472
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb	473
Trainspotting	474
First Wives Club, The	475
Matilda	476
Philadelphia Story, The	477
Vertigo	478
North by Northwest	479
Apartment, The	480
Some Like It Hot	481
Casablanca	482
Maltese Falcon, The	483
My Fair Lady	484
Sabrina	485
Roman Holiday	486
Sunset Blvd.	487
Notorious	488
To Catch a Thief	489
Adventures of Robin Hood, The	490
East of Eden	491
Thin Man, The	492
His Girl Friday	493
Around the World in 80 Days	494
It's a Wonderful Life	495
Bringing Up Baby	496
African Queen, The	497
Cat on a Hot Tin Roof	498
Fly Away Home	499
Dumbo	500
Bananas	501
Candidate, The	502
Bonnie and Clyde	503
Dial M for Murder	504
Rebel Without a Cause	505
Streetcar Named Desire, A	506
People vs. Larry Flynt, The	507
My Left Foot	508
Magnificent Seven, The	509
Lawrence of Arabia	510
Wings of Desire	511
Third Man, The	512
Annie Hall	513
Boot, Das	514
Local Hero	515
Manhattan	516
Miller's Crossing	517
Treasure of the Sierra Madre, The	518
Great Escape, The	519
Deer Hunter, The	520
Down by Law	521
Cool Hand Luke	522
Great Dictator, The	523
Big Sleep, The	524
Ben-Hur	525
Gandhi	526
Killing Fields, The	527
My Life as a Dog (Mitt liv som hund)	528
Man Who Would Be King, The	529
Shine	530
Kama Sutra: A Tale of Love	531
Daytrippers, The	532
Traveller	533
Addicted to Love	534
Ponette	535
My Own Private Idaho	536
Anastasia	537
Mouse Hunt	538
Money Train	539
Mortal Kombat	540
Pocahontas	541
Mis�rables, Les	542
Things to Do in Denver when You're Dead	543
Vampire in Brooklyn	544
Broken Arrow	545
Young Poisoner's Handbook, The	546
NeverEnding Story III, The	547
Rob Roy	548
Die Hard: With a Vengeance	549
Lord of Illusions	550
Species	551
Walk in the Clouds, A	552
Waterworld	553
White Man's Burden	554
Wild Bill	555
Farinelli: il castrato	556
Heavenly Creatures	557
Interview with the Vampire	558
Kid in King Arthur's Court, A	559
Mary Shelley's Frankenstein	560
Quick and the Dead, The	561
Stephen King's The Langoliers	562
Tales from the Hood	563
Village of the Damned	564
Clear and Present Danger	565
Wes Craven's New Nightmare	566
Speed	567
Wolf	568
Wyatt Earp	569
Another Stakeout	570
Blown Away	571
Body Snatchers	572
Boxing Helena	573
City Slickers II: The Legend of Curly's Gold	574
Cliffhanger	575
Coneheads	576
Demolition Man	577
Fatal Instinct	578
Englishman Who Went Up a Hill, But Came Down a Mountain, The	579
Kalifornia	580
Piano, The	581
Romeo Is Bleeding	582
Secret Garden, The	583
Son in Law	584
Terminal Velocity	585
Hour of the Pig, The	586
Beauty and the Beast	587
Wild Bunch, The	588
Hellraiser: Bloodline	589
Primal Fear	590
True Crime	591
Stalingrad	592
Heavy	593
Fan, The	594
Hunchback of Notre Dame, The	595
Eraser	596
Big Squeeze, The	597
Police Story 4: Project S (Chao ji ji hua)	598
Daniel Defoe's Robinson Crusoe	599
For Whom the Bell Tolls	600
American in Paris, An	601
Rear Window	602
It Happened One Night	603
Meet Me in St. Louis	604
All About Eve	605
Rebecca	606
Spellbound	607
Father of the Bride	608
Gigi	609
Laura	610
Lost Horizon	611
My Man Godfrey	612
Giant	613
39 Steps, The	614
Night of the Living Dead	615
Blue Angel, The (Blaue Engel, Der)	616
Picnic	617
Extreme Measures	618
Chamber, The	619
Davy Crockett, King of the Wild Frontier	620
Swiss Family Robinson	621
Angels in the Outfield	622
Three Caballeros, The	623
Sword in the Stone, The	624
So Dear to My Heart	625
Robin Hood: Prince of Thieves	626
Sleepers	627
Victor/Victoria	628
Great Race, The	629
Crying Game, The	630
Sophie's Choice	631
Christmas Carol, A	632
Microcosmos: Le peuple de l'herbe	633
Fog, The	634
Escape from New York	635
Howling, The	636
Return of Martin Guerre, The (Retour de Martin Guerre, Le)	637
Tin Drum, The (Blechtrommel, Die)	638
Cook the Thief His Wife & Her Lover, The	639
Paths of Glory	640
Grifters, The	641
The Innocent	642
Thin Blue Line, The	643
Paris Is Burning	644
Once Upon a Time in the West	645
Ran	646
Quiet Man, The	647
Once Upon a Time in America	648
Seventh Seal, The (Sjunde inseglet, Det)	649
Glory	650
Rosencrantz and Guildenstern Are Dead	651
Touch of Evil	652
Chinatown	653
Stand by Me	654
M	655
Manchurian Candidate, The	656
Pump Up the Volume	657
Arsenic and Old Lace	658
Fried Green Tomatoes	659
High Noon	660
Somewhere in Time	661
Being There	662
Paris, Texas	663
Alien 3	664
Blood For Dracula (Andy Warhol's Dracula)	665
Audrey Rose	666
Blood Beach	667
Body Parts	668
Body Snatchers	669
Bride of Frankenstein	670
Candyman	671
Cape Fear	672
Cat People	673
Nosferatu (Nosferatu, eine Symphonie des Grauens)	674
Crucible, The	675
Fire on the Mountain	676
Volcano	677
Conan the Barbarian	678
Kull the Conqueror	679
Wishmaster	680
I Know What You Did Last Summer	681
Rocket Man	682
In the Line of Fire	683
Executive Decision	684
Perfect World, A	685
McHale's Navy	686
Leave It to Beaver	687
Jackal, The	688
Seven Years in Tibet	689
Dark City	690
American President, The	691
Casino	692
Persuasion	693
Kicking and Screaming	694
City Hall	695
Basketball Diaries, The	696
Browning Version, The	697
Little Women	698
Miami Rhapsody	699
Wonderful, Horrible Life of Leni Riefenstahl, The	700
Barcelona	701
Widows' Peak	702
House of the Spirits, The	703
Singin' in the Rain	704
Bad Moon	705
Enchanted April	706
Sex, Lies, and Videotape	707
Strictly Ballroom	708
Better Off Dead...	709
Substance of Fire, The	710
Tin Men	711
Othello	712
Carrington	713
To Die For	714
Home for the Holidays	715
Juror, The	716
In the Bleak Midwinter	717
Canadian Bacon	718
First Knight	719
Mallrats	720
Nine Months	721
Boys on the Side	722
Circle of Friends	723
Exit to Eden	724
Fluke	725
Immortal Beloved	726
Junior	727
Nell	728
Queen Margot (Reine Margot, La)	729
Corrina, Corrina	730
Dave	731
Go Fish	732
Made in America	733
Philadelphia	734
Shadowlands	735
Sirens	736
Threesome	737
Pretty Woman	738
Jane Eyre	739
Last Supper, The	740
Ransom	741
Crow: City of Angels, The	742
Michael Collins	743
Ruling Class, The	744
Real Genius	745
Benny & Joon	746
Saint, The	747
MatchMaker, The	748
Amistad	749
Tomorrow Never Dies	750
Replacement Killers, The	751
Burnt By the Sun	752
Red Corner	753
Jumanji	754
Father of the Bride Part II	755
Across the Sea of Time	756
Lawnmower Man 2: Beyond Cyberspace	757
Fair Game	758
Screamers	759
Nick of Time	760
Beautiful Girls	761
Happy Gilmore	762
If Lucy Fell	763
Boomerang	764
Man of the Year	765
Addiction, The	766
Casper	767
Congo	768
Devil in a Blue Dress	769
Johnny Mnemonic	770
Kids	771
Mute Witness	772
Prophecy, The	773
Something to Talk About	774
Three Wishes	775
Castle Freak	776
Don Juan DeMarco	777
Drop Zone	778
Dumb & Dumber	779
French Kiss	780
Little Odessa	781
Milk Money	782
Beyond Bedlam	783
Only You	784
Perez Family, The	785
Roommates	786
Relative Fear	787
Swimming with Sharks	788
Tommy Boy	789
Baby-Sitters Club, The	790
Bullets Over Broadway	791
Crooklyn	792
It Could Happen to You	793
Richie Rich	794
Speechless	795
Timecop	796
Bad Company	797
Boys Life	798
In the Mouth of Madness	799
Air Up There, The	800
Hard Target	801
Heaven & Earth	802
Jimmy Hollywood	803
Manhattan Murder Mystery	804
Menace II Society	805
Poetic Justice	806
Program, The	807
Rising Sun	808
Shadow, The	809
Thirty-Two Short Films About Glenn Gould	810
Andre	811
Celluloid Closet, The	812
Great Day in Harlem, A	813
One Fine Day	814
Candyman: Farewell to the Flesh	815
Frisk	816
Girl 6	817
Eddie	818
Space Jam	819
Mrs. Winterbourne	820
Faces	821
Mulholland Falls	822
Great White Hype, The	823
Arrival, The	824
Phantom, The	825
Daylight	826
Alaska	827
Fled	828
Power 98	829
Escape from L.A.	830
Bogus	831
Bulletproof	832
Halloween: The Curse of Michael Myers	833
Gay Divorcee, The	834
Ninotchka	835
Meet John Doe	836
In the Line of Duty 2	837
Loch Ness	838
Last Man Standing	839
Glimmer Man, The	840
Pollyanna	841
Shaggy Dog, The	842
Freeway	843
That Thing You Do!	844
To Gillian on Her 37th Birthday	845
Looking for Richard	846
Murder, My Sweet	847
Days of Thunder	848
Perfect Candidate, A	849
Two or Three Things I Know About Her	850
Bloody Child, The	851
Braindead	852
Bad Taste	853
Diva	854
Night on Earth	855
Paris Was a Woman	856
Amityville: Dollhouse	857
April Fool's Day	858
Believers, The	859
Nosferatu a Venezia	860
Jingle All the Way	861
Garden of Finzi-Contini, The (Giardino dei Finzi-Contini, Il)	862
My Fellow Americans	863
Ice Storm, The	864
Michael	865
Whole Wide World, The	866
Hearts and Minds	867
Fools Rush In	868
Touch	869
Vegas Vacation	870
Love Jones	871
Picture Perfect	872
Career Girls	873
She's So Lovely	874
Money Talks	875
Excess Baggage	876
That Darn Cat!	877
Peacemaker, The	878
Soul Food	879
Money Talks	880
Washington Square	881
Telling Lies in America	882
Year of the Horse	883
Phantoms	884
Life Less Ordinary, A	885
Eve's Bayou	886
One Night Stand	887
Tango Lesson, The	888
Mortal Kombat: Annihilation	889
Bent	890
Flubber	891
For Richer or Poorer	892
Home Alone 3	893
Scream 2	894
Sweet Hereafter, The	895
Time Tracers	896
Postman, The	897
Winter Guest, The	898
Kundun	899
Mr. Magoo	900
Big Lebowski, The	901
Afterglow	902
Ma vie en rose (My Life in Pink)	903
Great Expectations	904
Oscar & Lucinda	905
Vermin	906
Half Baked	907
Dangerous Beauty	908
Nil By Mouth	909
Twilight	910
U.S. Marshalls	911
Love and Death on Long Island	912
Wild Things	913
Primary Colors	914
Lost in Space	915
Mercury Rising	916
City of Angels	917
City of Lost Children, The	918
Two Bits	919
Farewell My Concubine	920
Dead Man	921
Raise the Red Lantern	922
White Squall	923
Unforgettable	924
Down Periscope	925
Flower of My Secret, The (Flor de mi secreto, La)	926
Craft, The	927
Harriet the Spy	928
Chain Reaction	929
Island of Dr. Moreau, The	930
First Kid	931
Funeral, The	932
Preacher's Wife, The	933
Paradise Road	934
Brassed Off	935
Thousand Acres, A	936
Smile Like Yours, A	937
Murder in the First	938
Airheads	939
With Honors	940
What's Love Got to Do with It	941
Killing Zoe	942
Renaissance Man	943
Charade	944
Fox and the Hound, The	945
Big Blue, The (Grand bleu, Le)	946
Booty Call	947
How to Make an American Quilt	948
Georgia	949
Indian in the Cupboard, The	950
Blue in the Face	951
Unstrung Heroes	952
Unzipped	953
Before Sunrise	954
Nobody's Fool	955
Pushing Hands	956
To Live (Huozhe)	957
Dazed and Confused	958
Naked	959
Orlando	960
Ruby in Paradise	961
Some Folks Call It a Sling Blade	962
Month by the Lake, A	963
Funny Face	964
Affair to Remember, An	965
Little Lord Fauntleroy	966
Inspector General, The	967
Winnie the Pooh and the Blustery Day	968
Hear My Song	969
Mediterraneo	970
Passion Fish	971
Grateful Dead	972
Eye for an Eye	973
Fear	974
Solo	975
Substitute, The	976
Heaven's Prisoners	977
Trigger Effect, The	978
Mother Night	979
Dangerous Ground	980
Maximum Risk	981
Rich Man's Wife, The	982
Shadow Conspiracy	983
Blood & Wine	984
Turbulence	985
Underworld	986
Beautician and the Beast, The	987
Cats Don't Dance	988
Anna Karenina	989
Keys to Tulsa	990
Head Above Water	991
Hercules	992
Last Time I Committed Suicide, The	993
Kiss Me, Guido	994
Big Green, The	995
Stuart Saves His Family	996
Cabin Boy	997
Clean Slate	998
Lightning Jack	999
Stupids, The	1000
Pest, The	1001
That Darn Cat!	1002
Geronimo: An American Legend	1003
Double vie de V�ronique, La (Double Life of Veronique, The)	1004
Until the End of the World (Bis ans Ende der Welt)	1005
Waiting for Guffman	1006
I Shot Andy Warhol	1007
Stealing Beauty	1008
Basquiat	1009
2 Days in the Valley	1010
Private Parts	1011
Anaconda	1012
Romy and Michele's High School Reunion	1013
Shiloh	1014
Con Air	1015
Trees Lounge	1016
Tie Me Up! Tie Me Down!	1017
Die xue shuang xiong (Killer, The)	1018
Gaslight	1019
8 1/2	1020
Fast, Cheap & Out of Control	1021
Fathers' Day	1022
Mrs. Dalloway	1023
Fire Down Below	1024
Lay of the Land, The	1025
Shooter, The	1026
Grumpier Old Men	1027
Jury Duty	1028
Beverly Hillbillies, The	1029
Lassie	1030
Little Big League	1031
Homeward Bound II: Lost in San Francisco	1032
Quest, The	1033
Cool Runnings	1034
Drop Dead Fred	1035
Grease 2	1036
Switchback	1037
Hamlet	1038
Two if by Sea	1039
Forget Paris	1040
Just Cause	1041
Rent-a-Kid	1042
Paper, The	1043
Fearless	1044
Malice	1045
Multiplicity	1046
She's the One	1047
House Arrest	1048
Ghost and Mrs. Muir, The	1049
Associate, The	1050
Dracula: Dead and Loving It	1051
Now and Then	1052
Mr. Wrong	1053
Simple Twist of Fate, A	1054
Cronos	1055
Pallbearer, The	1056
War, The	1057
Don't Be a Menace to South Central While Drinking Your Juice in the Hood	1058
Adventures of Pinocchio, The	1059
Evening Star, The	1060
Four Days in September	1061
Little Princess, A	1062
Crossfire	1063
Koyaanisqatsi	1064
Balto	1065
Bottle Rocket	1066
Star Maker, The (Uomo delle stelle, L')	1067
Amateur	1068
Living in Oblivion	1069
Party Girl	1070
Pyromaniac's Love Story, A	1071
Shallow Grave	1072
Reality Bites	1073
Man of No Importance, A	1074
Pagemaster, The	1075
Love and a .45	1076
Oliver & Company	1077
Joe's Apartment	1078
Celestial Clockwork	1079
Curdled	1080
Female Perversions	1081
Albino Alligator	1082
Anne Frank Remembered	1083
Carried Away	1084
It's My Party	1085
Bloodsport 2	1086
Double Team	1087
Speed 2: Cruise Control	1088
Sliver	1089
Pete's Dragon	1090
Dear God	1091
Live Nude Girls	1092
Thin Line Between Love and Hate, A	1093
High School High	1094
Commandments	1095
Hate (Haine, La)	1096
Flirting With Disaster	1097
Red Firecracker, Green Firecracker	1098
What Happened Was...	1099
Six Degrees of Separation	1100
Two Much	1101
Trust	1102
C'est arriv� pr�s de chez vous	1103
Firestorm	1104
Newton Boys, The	1105
Beyond Rangoon	1106
Feast of July	1107
Death and the Maiden	1108
Tank Girl	1109
Double Happiness	1110
Cobb	1111
Mrs. Parker and the Vicious Circle	1112
Faithful	1113
Twelfth Night	1114
Mark of Zorro, The	1115
Surviving Picasso	1116
Up in Smoke	1117
Some Kind of Wonderful	1118
I'm Not Rappaport	1119
Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les)	1120
They Made Me a Criminal	1121
Last Time I Saw Paris, The	1122
Farewell to Arms, A	1123
Innocents, The	1124
Old Man and the Sea, The	1125
Truman Show, The	1126
Heidi Fleiss: Hollywood Madam	1127
Chungking Express	1128
Jupiter's Wife	1129
Safe	1130
Feeling Minnesota	1131
Escape to Witch Mountain	1132
Get on the Bus	1133
Doors, The	1134
Ghosts of Mississippi	1135
Beautiful Thing	1136
Best Men	1137
Hackers	1138
Road to Wellville, The	1139
War Room, The	1140
When We Were Kings	1141
Hard Eight	1142
Quiet Room, The	1143
Blue Chips	1144
Calendar Girl	1145
My Family	1146
Tom & Viv	1147
Walkabout	1148
Last Dance	1149
Original Gangstas	1150
In Love and War	1151
Backbeat	1152
Alphaville	1153
Rendezvous in Paris (Rendez-vous de Paris, Les)	1154
Cyclo	1155
Relic, The	1156
Fille seule, La (A Single Girl)	1157
Stalker	1158
Love! Valour! Compassion!	1159
Palookaville	1160
Phat Beach	1161
Portrait of a Lady, The	1162
Zeus and Roxanne	1163
Big Bully	1164
Love & Human Remains	1165
Sum of Us, The	1166
Little Buddha	1167
Fresh	1168
Spanking the Monkey	1169
Wild Reeds	1170
Women, The	1171
Bliss	1172
Caught	1173
Hugo Pool	1174
Welcome To Sarajevo	1175
Dunston Checks In	1176
Major Payne	1177
Man of the House	1178
I Love Trouble	1179
Low Down Dirty Shame, A	1180
Cops and Robbersons	1181
Cowboy Way, The	1182
Endless Summer 2, The	1183
In the Army Now	1184
Inkwell, The	1185
Switchblade Sisters	1186
Young Guns II	1187
Prefontaine	1188
That Old Feeling	1189
Letter From Death Row, A	1190
Boys of St. Vincent, The	1191
Before the Rain (Pred dozhdot)	1192
Once Were Warriors	1193
Strawberry and Chocolate (Fresa y chocolate)	1194
Savage Nights (Nuits fauves, Les)	1195
Family Thing, A	1196
Purple Noon	1197
Cemetery Man (Dellamorte Dellamore)	1198
Kim	1199
Marlene Dietrich: Shadow and Light	1200
Maybe, Maybe Not (Bewegte Mann, Der)	1201
Top Hat	1202
To Be or Not to Be	1203
Secret Agent, The	1204
Amos & Andrew	1205
Jade	1206
Kiss of Death	1207
Mixed Nuts	1208
Virtuosity	1209
Blue Sky	1210
Flesh and Bone	1211
Guilty as Sin	1212
In the Realm of the Senses (Ai no corrida)	1213
Barb Wire	1214
Kissed	1215
Assassins	1216
Friday	1217
Goofy Movie, A	1218
Higher Learning	1219
When a Man Loves a Woman	1220
Judgment Night	1221
King of the Hill	1222
Scout, The	1223
Angus	1224
Night Falls on Manhattan	1225
Awfully Big Adventure, An	1226
Under Siege 2: Dark Territory	1227
Poison Ivy II	1228
Ready to Wear (Pret-A-Porter)	1229
Marked for Death	1230
Madonna: Truth or Dare	1231
N�nette et Boni	1232
Chairman of the Board	1233
