userID	itemID	rating	timestamp	x_label
293	471	3	888904884	0
216	658	3	880245029	0
250	140	3	878092059	2
59	23	5	888205300	1
286	379	5	877533771	1
244	815	4	880605185	2
7	479	4	891352010	1
174	368	1	886434402	2
87	274	4	879876734	1
194	1211	2	879551380	1
82	1134	2	884714402	0
13	836	2	882139746	2
13	272	4	884538403	0
244	756	2	880605157	1
305	427	5	886323090	0
95	787	2	888954930	1
43	14	2	883955745	2
299	955	4	889502823	2
57	419	3	883698454	1
84	405	3	883452363	2
269	504	4	891449922	0
299	111	3	877878184	1
194	466	4	879525876	2
160	135	4	876860807	2
99	268	3	885678247	1
10	486	4	877886846	1
259	117	4	874724988	0
85	427	3	879456350	1
303	919	4	879467295	2
213	273	5	878870987	0
121	514	3	891387947	0
90	98	5	891383204	0
49	559	2	888067405	1
42	794	3	881108425	0
155	323	2	879371261	1
68	117	4	876973939	0
172	177	4	875537965	0
19	4	4	885412840	1
268	231	4	875744136	0
5	2	3	875636053	0
305	117	2	886324028	0
44	294	4	883612356	2
43	137	4	875975656	1
279	1336	1	875298353	1
80	466	5	887401701	0
254	164	4	886472768	1
298	281	3	884183336	0
279	1240	1	892174404	1
66	298	4	883601324	2
18	443	3	880130193	0
268	1035	2	875542174	2
99	79	4	885680138	0
13	98	4	881515011	0
26	258	3	891347949	2
7	455	4	891353086	0
222	755	4	878183481	0
200	673	5	884128554	1
119	328	4	876923913	0
213	172	5	878955442	2
276	322	3	874786392	0
94	1217	3	891723086	2
130	379	4	875801662	0
38	328	4	892428688	0
160	719	3	876857977	0
293	1267	3	888906966	1
26	930	2	891385985	0
130	216	4	875216545	0
92	1079	3	886443455	1
256	452	4	882164999	2
1	61	4	878542420	2
72	48	4	880036718	2
56	755	3	892910207	1
13	360	4	882140926	0
15	405	2	879455957	2
92	77	3	875654637	1
207	476	2	884386343	2
292	174	5	881105481	2
232	483	5	888549622	0
251	748	2	886272175	1
224	26	3	888104153	2
181	220	4	878962392	1
259	255	4	874724710	0
305	471	4	886323648	0
52	280	3	882922806	2
161	202	5	891170769	0
148	408	5	877399018	1
125	235	2	892838559	0
97	228	5	884238860	1
58	1098	4	884304936	2
83	234	4	887665548	0
90	347	4	891383319	1
272	178	5	879455113	2
194	181	3	879521396	1
125	478	4	879454628	0
110	688	1	886987605	1
299	14	4	877877775	0
151	10	5	879524921	0
269	127	4	891446165	2
6	14	5	883599249	0
54	106	3	880937882	0
303	69	5	879467542	1
16	944	1	877727122	1
301	790	4	882078621	2
276	1091	3	874793035	2
305	214	2	886323068	1
194	1028	2	879541148	1
91	323	2	891438397	2
87	554	4	879875940	0
294	109	4	877819599	0
286	171	4	877531791	1
200	318	5	884128458	0
229	328	1	891632142	2
178	568	4	882826555	2
303	842	2	879484804	0
62	65	4	879374686	1
207	591	3	876018608	1
92	172	4	875653271	1
301	401	4	882078040	1
36	339	5	882157581	0
70	746	3	884150257	2
63	242	3	875747190	2
28	201	3	881961671	0
279	68	4	875307407	0
250	7	4	878089716	1
14	98	3	890881335	2
299	1018	3	889502324	2
194	54	3	879525876	0
303	815	3	879485532	0
119	237	5	874775038	1
295	218	5	879966498	1
268	930	2	875742942	0
268	2	2	875744173	0
66	258	4	883601089	0
233	202	5	879394264	1
83	623	4	880308578	0
214	334	3	891542540	2
192	476	2	881368243	2
100	344	4	891374868	1
268	145	1	875744501	1
301	56	4	882076587	2
307	89	5	879283786	1
234	141	3	892334609	1
83	576	4	880308755	0
181	264	2	878961624	1
297	133	4	875240090	1
38	153	5	892430369	1
7	382	4	891352093	0
264	813	4	886122952	2
181	872	1	878961814	2
201	146	1	884140579	1
85	507	4	879456199	1
269	367	3	891450023	2
59	468	3	888205855	1
286	143	4	889651549	2
193	96	1	889124507	2
113	595	5	875936424	2
292	11	5	881104093	0
130	1014	3	876250718	2
275	98	4	875155140	0
189	520	5	893265380	2
219	82	1	889452455	2
218	209	5	877488546	2
123	427	3	879873020	2
119	222	5	874775311	0
158	177	4	880134407	1
222	118	4	877563802	2
302	322	2	879436875	1
279	501	3	875308843	0
301	79	5	882076403	2
181	3	2	878963441	1
201	695	1	884140115	0
13	198	3	881515193	1
1	189	3	888732928	2
145	237	5	875270570	2
23	385	4	874786462	2
201	767	4	884114505	2
296	705	5	884197193	2
42	546	3	881105817	2
33	872	3	891964230	2
301	554	3	882078830	0
16	64	5	877720297	0
95	135	3	879197562	0
154	357	4	879138713	2
77	484	5	884733766	2
296	508	5	884196584	2
302	303	2	879436785	2
244	673	3	880606667	2
222	77	4	878183616	0
13	215	5	882140588	1
16	705	5	877722736	1
270	452	4	876956264	1
145	15	2	875270655	2
187	64	5	879465631	2
200	304	5	876041644	2
170	749	5	887646170	0
101	829	3	877136138	0
184	218	3	889909840	1
128	204	4	879967478	0
181	1295	1	878961781	2
184	153	3	889911285	0
1	33	4	878542699	1
1	160	4	875072547	0
184	321	5	889906967	1
54	595	3	880937813	0
94	343	4	891725009	2
128	508	4	879967767	2
23	323	2	874784266	1
301	227	3	882077222	1
301	191	3	882075672	0
112	903	1	892440172	1
82	183	3	878769848	2
222	724	3	878181976	1
218	430	3	877488316	1
308	1197	4	887739521	1
303	134	5	879467959	0
133	751	3	890588547	2
215	212	2	891435680	0
69	256	5	882126156	0
254	662	4	887347350	0
276	2	4	874792436	2
104	984	1	888442575	0
63	1067	3	875747514	2
267	410	4	878970785	2
13	56	5	881515011	1
240	879	3	885775745	1
286	237	2	875806800	2
294	271	5	889241426	1
90	1086	4	891384424	2
18	26	4	880129731	1
92	229	3	875656201	2
308	649	4	887739292	1
144	89	3	888105691	2
191	302	4	891560253	1
59	951	3	888206409	2
200	96	5	884129409	1
16	197	5	877726146	1
61	678	3	892302309	2
271	199	4	885848448	1
271	709	3	885849325	0
142	169	5	888640356	1
275	597	3	876197678	2
222	151	3	878182109	1
87	40	3	879876917	1
207	258	4	877879172	2
272	1393	2	879454663	2
177	333	4	880130397	1
207	1115	2	879664906	1
299	577	3	889503806	2
271	378	4	885849447	1
305	425	4	886324486	2
49	959	2	888068912	2
94	1224	3	891722802	2
130	1017	3	874953895	1
10	175	3	877888677	1
203	321	3	880433418	1
191	286	4	891560842	1
43	323	3	875975110	0
21	558	5	874951695	1
197	96	5	891409839	0
13	344	2	888073635	1
194	66	3	879527264	0
234	206	4	892334543	0
308	402	4	887740700	1
308	640	4	887737036	2
269	522	5	891447773	0
94	265	4	891721889	2
268	62	3	875310824	0
272	12	5	879455254	1
121	291	3	891390477	0
296	20	5	884196921	2
134	286	3	891732334	2
180	462	5	877544218	2
234	612	3	892079140	2
104	117	2	888465972	2
38	758	1	892434626	0
269	845	1	891456255	2
7	163	4	891353444	1
234	1451	3	892078343	0
275	405	2	876197645	2
52	250	3	882922661	2
102	823	3	888801465	1
13	186	4	890704999	0
178	731	4	882827532	1
236	71	3	890116671	0
256	781	5	882165296	1
263	176	5	891299752	1
244	186	3	880605697	1
279	1181	4	875314001	2
43	815	4	883956189	0
83	78	2	880309089	0
151	197	5	879528710	1
254	436	2	886474216	0
109	631	3	880579371	1
297	716	3	875239422	1
249	188	4	879641067	1
144	699	4	888106106	0
301	604	4	882075994	0
64	392	3	889737542	0
92	501	2	875653665	2
222	97	4	878181739	1
268	436	3	875310745	2
293	135	5	888905550	1
213	173	5	878955442	2
160	460	2	876861185	1
13	498	4	882139901	2
59	715	5	888205921	1
5	17	4	875636198	1
125	163	5	879454956	1
174	315	5	886432749	2
114	505	3	881260203	1
213	515	4	878870518	0
23	196	2	874786926	1
128	15	4	879968827	1
239	56	4	889179478	2
181	279	1	878962955	0
291	80	4	875086354	0
250	238	4	878089963	2
201	649	3	884114275	2
60	60	5	883327734	0
181	325	2	878961814	0
119	407	3	887038665	1
287	1	5	875334088	2
216	228	3	880245642	1
216	531	4	880233810	2
203	471	4	880434463	1
92	587	3	875660408	0
13	892	3	882774224	1
213	176	4	878956338	1
286	288	5	875806672	0
117	1047	2	881009697	1
99	111	1	885678886	0
11	558	3	891904214	1
65	47	2	879216672	2
295	194	4	879517412	0
269	217	2	891451610	0
85	259	2	881705026	0
250	596	5	878089921	1
137	144	5	881433689	2
201	960	2	884112077	0
257	137	4	882049932	2
111	328	4	891679939	1
91	480	4	891438875	0
215	211	4	891436202	0
181	938	1	878961586	0
189	1060	5	893264301	0
1	20	4	887431883	0
303	404	4	879468375	0
299	305	3	879737314	2
187	210	4	879465242	2
222	278	2	877563913	0
214	568	4	892668197	0
293	770	3	888906655	2
285	191	4	890595859	0
303	252	3	879544791	0
96	156	4	884402860	0
72	1110	3	880037334	1
115	1067	4	881171009	0
7	430	3	891352178	1
116	350	3	886977926	2
73	480	4	888625753	0
269	246	5	891457067	2
263	419	5	891299514	1
70	431	3	884150257	0
221	475	4	875244204	2
72	182	5	880036515	0
25	357	4	885852757	0
290	50	5	880473582	0
189	526	4	893266205	0
299	303	3	877618584	1
264	294	3	886121516	0
200	365	5	884129962	1
187	135	4	879465653	0
184	187	4	889909024	2
63	289	2	875746985	2
13	229	4	882397650	1
298	486	3	884183063	2
235	185	4	889655435	0
62	712	4	879376178	0
246	94	2	884923505	2
54	742	5	880934806	1
63	762	3	875747688	0
11	732	3	891904596	1
92	168	4	875653723	2
8	550	3	879362356	2
307	174	4	879283480	2
303	200	4	879468459	2
256	849	2	882164603	1
72	54	3	880036854	2
164	406	2	889402389	2
117	150	4	880125101	2
224	77	4	888103872	0
193	869	3	889127811	0
94	184	2	891720862	0
281	338	2	881200457	1
130	109	3	874953794	1
128	371	1	879966954	1
94	720	1	891723593	2
182	845	3	885613067	2
129	873	1	883245452	0
254	229	4	886474580	1
64	381	4	879365491	2
151	176	2	879524293	0
45	25	4	881014015	1
193	879	3	889123257	1
276	922	4	889174849	1
276	57	3	874787526	1
234	187	4	892079140	1
181	306	1	878962006	2
21	370	1	874951293	2
293	249	3	888905229	2
264	721	5	886123656	2
10	611	5	877886722	0
197	346	3	891409070	1
276	142	3	874792945	0
308	427	4	887736584	0
221	943	4	875246759	1
131	126	4	883681514	2
268	824	2	876518557	0
109	8	3	880572642	2
198	58	3	884208173	0
230	680	4	880484286	0
181	741	1	878962918	0
192	1061	4	881368891	1
234	448	3	892335501	1
90	900	4	891382309	1
193	941	4	889124890	2
128	603	5	879966839	1
126	905	2	887855283	2
244	265	4	880606634	0
90	289	3	891382310	0
157	25	3	886890787	0
305	71	3	886323684	1
119	382	5	874781742	1
21	222	2	874951382	0
231	181	4	888605273	0
280	508	3	891700453	1
288	132	3	886374129	1
279	1497	2	890780576	0
301	33	4	882078228	1
72	699	3	880036783	1
90	259	2	891382392	0
308	55	3	887738760	1
59	742	3	888203053	2
94	744	4	891721462	1
130	642	4	875216933	1
26	1015	3	891352136	1
56	121	5	892679480	0
82	508	2	884714249	1
62	12	4	879373613	2
276	40	3	874791871	0
181	1015	1	878963121	1
152	301	3	880147407	1
178	845	4	882824291	0
217	597	4	889070087	0
79	303	4	891271203	1
138	484	4	879024127	0
308	81	5	887737293	0
75	284	2	884050393	0
269	198	4	891447062	0
307	94	3	877122695	2
222	781	3	881059677	1
121	740	3	891390544	0
269	22	1	891448072	1
13	864	4	882141924	0
230	742	5	880485043	1
269	507	4	891448800	1
239	1099	5	889179253	2
245	1028	5	888513447	1
56	546	3	892679460	1
295	961	5	879519556	0
271	1028	2	885848102	1
222	812	2	881059117	2
69	240	3	882126156	1
10	7	4	877892210	2
22	376	3	878887112	2
294	931	3	889242857	1
82	717	1	884714492	0
279	399	4	875313859	2
269	234	1	891449406	2
6	98	5	883600680	2
243	1039	4	879988184	1
298	181	4	884125629	0
282	325	1	881703044	1
78	323	1	879633567	0
118	200	5	875384647	2
283	1114	5	879297545	2
171	292	4	891034835	1
70	217	4	884151119	1
10	100	5	877891747	0
245	181	4	888513664	2
107	333	3	891264267	2
246	561	1	884923445	1
13	901	1	883670672	0
276	70	4	874790826	1
244	17	2	880607205	1
189	56	5	893265263	0
226	242	5	883888671	2
62	1016	4	879373008	0
276	417	4	874792907	1
214	478	4	891544052	0
306	235	4	876504354	2
222	26	3	878183043	2
280	631	5	891700751	0
60	430	5	883326122	2
56	71	4	892683275	0
42	274	5	881105817	2
1	202	5	875072442	0
13	809	4	882397582	1
173	289	4	877556988	2
15	749	1	879455311	2
185	23	4	883524249	2
280	540	3	891702304	2
244	381	4	880604077	2
150	293	4	878746946	2
7	497	4	891352134	0
178	317	4	882826915	1
178	742	3	882823833	1
95	1217	3	880572658	1
234	1462	3	892333865	0
97	222	5	884238887	1
109	127	2	880563471	0
117	268	5	880124306	2
269	705	2	891448850	2
130	1246	3	876252497	1
264	655	4	886123530	2
207	13	3	875506839	0
42	588	5	881108147	2
246	409	2	884923372	1
87	367	4	879876702	2
101	304	3	877135677	0
256	127	4	882164406	0
92	794	3	875654798	0
181	762	2	878963418	0
213	235	1	878955115	2
92	739	2	876175582	2
292	661	5	881105561	2
246	665	4	884922831	1
274	845	5	878945579	1
188	692	5	875072583	0
18	86	4	880129731	0
5	439	1	878844423	0
236	632	3	890116254	1
193	407	4	889127921	2
144	709	4	888105940	2
90	1198	5	891383866	0
48	609	4	879434819	1
5	225	2	875635723	1
22	128	5	878887983	0
311	432	4	884365485	0
8	22	5	879362183	0
276	188	4	874792547	1
222	173	5	878183043	2
72	866	4	880035887	1
299	134	4	878192311	0
1	171	5	889751711	2
308	295	3	887741461	2
165	216	4	879525778	1
222	49	3	878183512	0
181	121	4	878962623	2
200	11	5	884129542	2
234	626	4	892336358	0
244	707	4	880606243	1
90	25	5	891384789	2
208	216	5	883108324	2
263	96	4	891298336	0
134	323	4	891732335	2
279	586	4	892864663	2
2	292	4	888550774	1
288	593	2	886892127	0
49	302	4	888065432	2
286	153	5	877531406	2
205	304	3	888284313	2
22	80	4	878887227	2
234	318	4	892078890	2
223	328	3	891548959	0
15	25	3	879456204	0
268	147	4	876514002	1
94	1220	3	891722678	2
274	405	4	878945840	1
7	492	5	891352010	0
268	217	2	875744501	1
16	55	5	877717956	1
164	620	3	889402298	0
290	161	4	880474293	1
92	515	4	875640800	2
239	1070	5	889179032	0
56	449	5	892679308	2
248	234	4	884534968	0
234	10	3	891227851	0
280	1049	2	891702486	0
308	187	5	887738760	0
276	64	5	874787441	2
192	948	3	881368302	0
122	509	4	879270511	0
85	588	3	880838306	0
262	931	2	879790874	1
201	272	3	886013700	2
181	870	2	878962623	1
295	739	4	879518319	1
263	568	4	891299387	1
295	39	4	879518279	1
201	1100	4	884112800	1
93	820	3	888705966	0
159	1028	5	880557539	1
158	665	2	880134532	1
293	423	3	888906070	1
82	597	3	878768882	1
276	181	5	874786488	1
13	823	5	882397833	1
217	2	3	889069782	0
83	660	4	880308256	2
189	20	5	893264466	2
222	796	4	878183684	1
146	1022	5	891458193	0
267	121	3	878970681	2
126	294	3	887855087	0
181	1060	1	878962675	0
125	80	4	892838865	1
43	120	4	884029430	0
13	780	1	882142057	1
253	259	2	891628883	1
42	44	3	881108548	1
77	518	4	884753202	0
291	686	5	874835165	0
268	21	3	875742822	2
262	28	3	879792220	0
234	81	3	892334680	2
29	245	3	882820803	2
236	57	5	890116575	2
158	729	3	880133116	0
156	661	4	888185947	2
232	52	5	888550130	0
168	866	5	884287927	1
37	288	4	880915258	2
141	245	3	884584426	1
235	230	4	889655162	0
102	70	3	888803537	1
77	172	3	884752562	2
90	506	5	891383319	2
186	566	5	879023663	1
44	660	5	878347915	0
118	774	5	875385198	2
7	661	5	891351624	1
49	1003	2	888068651	2
62	68	1	879374969	0
42	1028	4	881106072	1
178	433	4	882827834	2
85	51	2	879454782	0
77	474	5	884732407	1
58	1099	2	892243079	2
56	1047	4	892911290	0
197	688	1	891409564	1
286	99	4	878141681	1
90	258	3	891382121	1
181	1288	1	878962349	2
295	190	4	879517062	0
224	69	4	888082495	1
272	317	4	879454977	0
221	1010	3	875246662	0
66	877	1	883601089	2
207	318	5	877124871	0
234	487	3	892079237	1
7	648	5	891351653	2
87	82	5	879875774	1
195	1052	1	877835102	1
44	449	5	883613334	1
306	287	4	876504442	1
194	172	3	879521474	2
94	62	3	891722933	2
167	659	4	892738277	2
108	100	4	879879720	2
230	304	5	880484286	0
181	927	1	878962675	0
54	302	4	880928519	2
90	22	4	891384357	0
181	696	2	878962997	2
286	357	4	877531537	1
14	269	4	892242403	2
311	179	2	884365357	0
92	121	5	875640679	2
21	440	1	874951798	1
244	550	1	880602264	2
181	405	4	878962919	1
65	806	4	879216529	1
37	540	2	880916070	2
44	443	5	878348289	1
244	183	4	880606043	1
1	265	4	878542441	2
270	25	5	876954456	0
299	387	2	889502756	1
94	572	3	891723883	0
286	746	4	877533058	0
239	272	5	889181247	1
216	55	5	880245145	0
254	121	3	886472369	0
62	665	2	879376483	0
178	385	4	882826982	0
194	23	4	879522819	1
268	955	3	875745160	0
188	143	5	875072674	0
276	294	4	874786366	1
158	1098	4	880135069	0
207	845	3	881681663	2
161	48	1	891170745	2
305	654	4	886323937	0
47	324	3	879439078	0
64	736	4	889739212	1
191	751	3	891560753	2
7	378	5	891353011	0
59	92	5	888204997	2
69	268	5	882027109	0
10	461	3	877888944	1
21	129	4	874951382	2
58	9	4	884304328	2
194	152	3	879549996	1
7	200	5	891353543	1
113	126	5	875076827	0
173	328	5	877557028	2
95	233	4	879196354	1
16	194	5	877720733	2
59	323	4	888206809	1
311	654	3	884365075	2
292	589	4	881105516	2
43	203	4	883955224	2
79	50	4	891271545	1
235	70	5	889655619	2
125	190	5	892836309	0
284	322	3	885329671	2
303	161	5	879468547	2
254	378	3	886474396	2
255	1034	1	883217030	2
104	301	2	888442275	2
90	923	5	891383912	0
6	463	4	883601713	0
279	122	1	875297433	2
286	298	4	875807004	0
222	448	3	878183565	0
297	57	5	875239383	2
42	625	3	881108873	0
130	1217	4	875801778	2
254	357	3	886472466	1
109	475	1	880563641	1
230	1444	2	880485726	2
244	310	3	880601905	1
6	301	2	883600406	1
36	748	4	882157285	0
256	443	3	882164727	1
102	515	1	888801316	0
104	285	4	888465201	0
21	447	5	874951695	1
111	301	4	891680028	2
18	408	5	880129628	1
25	222	4	885852817	0
110	944	3	886989501	2
270	98	5	876955868	2
68	237	5	876974133	0
83	215	4	880307940	0
6	258	2	883268278	2
89	216	5	879459859	0
128	317	4	879968029	2
305	512	4	886323525	2
184	412	2	889912691	1
286	175	5	877532470	2
279	1428	3	888465209	0
256	86	5	882165103	0
221	48	5	875245462	0
140	332	3	879013617	2
190	977	2	891042938	0
11	227	3	891905896	1
201	203	5	884114471	0
150	181	5	878746685	2
126	245	3	887854726	2
20	208	2	879669401	0
144	742	4	888104122	2
181	930	1	878963275	2
109	566	4	880578814	1
85	1065	3	879455021	2
213	133	3	878955973	2
222	379	1	878184290	1
223	11	3	891550649	0
215	421	4	891435704	0
218	208	3	877488366	1
174	937	5	886432989	0
275	186	3	880314383	0
68	742	1	876974198	0
268	583	4	876513830	2
160	462	4	876858346	2
195	273	4	878019342	1
224	178	4	888082468	1
5	110	1	875636493	1
99	1016	5	885678724	0
2	251	5	888552084	0
292	9	4	881104148	1
72	568	4	880037203	0
85	228	3	882813248	1
83	281	5	880307072	1
92	831	2	886443708	2
7	543	3	891351772	1
87	401	2	879876813	1
287	926	4	875334340	2
1	155	2	878542201	2
234	632	2	892079538	1
222	53	5	878184113	0
24	64	5	875322758	2
7	554	3	891354639	2
82	56	3	878769410	1
161	318	3	891170824	0
196	393	4	881251863	1
56	91	4	892683275	2
82	477	3	876311344	0
7	472	2	891353357	1
256	761	4	882164644	1
226	56	4	883889102	1
279	741	5	875296891	2
308	1286	3	887738151	2
16	8	5	877722736	1
180	202	3	877128388	2
203	93	4	880434940	2
145	56	5	875271896	2
288	305	4	886372527	1
84	742	3	883450643	2
44	644	3	878347818	2
17	13	3	885272654	1
313	117	4	891015319	1
148	1	4	877019411	2
197	347	4	891409070	0
21	164	5	874951695	1
279	982	3	875298314	1
239	491	5	889181015	2
185	287	5	883526288	0
297	89	4	875239125	0
303	68	4	879467361	2
186	250	1	879023607	1
73	206	3	888625754	1
104	756	2	888465739	1
94	216	3	885870665	0
239	194	5	889178833	2
197	511	5	891409839	1
280	1	4	891700426	1
1	117	3	874965739	1
224	583	1	888103729	1
303	397	1	879543831	1
60	162	4	883327734	2
198	258	4	884204501	2
239	513	5	889178887	1
6	69	3	883601277	2
233	375	4	876374419	2
85	642	4	882995615	2
110	38	3	886988574	0
184	522	3	889908462	1
99	873	1	885678436	2
13	418	2	882398763	0
201	518	4	884112201	2
13	858	1	882397068	2
214	131	3	891544465	0
296	228	4	884197264	2
222	87	3	878182589	0
279	725	4	875314144	2
217	182	2	889070109	1
85	433	3	879828720	1
239	234	3	889178762	0
13	72	4	882141727	1
194	77	3	879527421	1
208	663	5	883108476	1
109	178	3	880572950	2
230	172	4	880484523	2
59	485	2	888204466	1
313	478	3	891014373	1
70	1133	3	884151344	2
62	182	5	879375169	0
198	234	3	884207833	0
65	125	4	879217509	1
174	660	5	886514261	1
90	12	5	891383241	2
130	1248	3	880396702	0
100	354	2	891375260	2
283	432	5	879297965	1
275	418	3	875154718	2
311	98	5	884364502	1
195	751	4	883295500	0
130	105	4	876251160	1
269	252	1	891456350	2
286	73	5	877532965	0
7	623	3	891354217	1
56	222	5	892679439	1
210	204	5	887730676	2
239	9	5	889180446	0
96	87	4	884403531	2
297	73	2	875239691	0
249	239	3	879572284	0
94	860	2	891723706	2
84	121	4	883452307	2
275	265	4	880314031	0
135	1046	3	879858003	1
291	1178	4	875086354	2
125	382	1	892836623	0
70	399	4	884068521	0
311	9	4	884963365	1
301	523	4	882076146	1
152	685	5	880149074	0
244	172	4	880605665	2
275	1091	2	875154535	0
53	281	4	879443288	1
198	118	2	884206513	0
244	790	4	880608037	1
26	125	4	891371676	0
151	13	3	879542688	1
124	496	1	890286933	1
24	191	5	875323003	0
271	65	3	885849419	1
307	634	3	879283385	1
294	1245	3	877819265	0
234	241	2	892335042	1
25	501	3	885852301	0
293	137	3	888904653	2
201	432	3	884111312	1
75	240	1	884050661	0
13	181	5	882140354	1
207	68	2	877125350	2
2	50	5	888552084	2
313	566	4	891016220	2
144	125	4	888104191	2
188	443	4	875074329	2
276	324	4	874786419	2
145	974	1	882182634	1
72	234	4	880037418	1
83	385	4	887665549	2
181	619	3	878963086	1
109	402	4	880581344	0
207	107	3	876198301	1
185	216	4	883526268	2
14	213	5	890881557	2
149	319	2	883512658	1
57	79	5	883698495	1
230	963	5	880484370	2
176	875	4	886047442	0
253	97	4	891628501	0
284	269	4	885328991	1
106	526	4	881452685	0
121	180	3	891388286	2
62	86	2	879374640	2
291	418	4	875086920	0
84	1033	4	883452711	1
293	380	2	888907527	1
207	58	3	875991047	1
194	187	4	879520813	0
109	97	3	880578711	2
283	845	4	879297442	0
297	275	5	874954260	0
181	334	1	878961749	1
78	255	4	879633745	1
11	425	4	891904300	0
308	59	4	887737647	1
193	1078	4	889126943	2
297	234	3	875239018	2
87	585	4	879877008	2
250	204	2	878091682	1
8	50	5	879362124	1
186	148	4	891719774	2
312	692	4	891699426	0
91	683	3	891438351	0
5	454	1	875721432	0
291	376	3	875086534	2
175	127	5	877107640	0
145	737	2	875272833	2
7	644	5	891351685	0
276	419	5	874792907	0
83	210	5	880307751	2
102	524	3	888803537	2
153	174	1	881371140	0
62	302	3	879371909	1
49	995	3	888065577	2
268	298	3	875742647	0
207	554	2	877822854	1
313	616	5	891015049	0
286	44	3	877532173	1
279	168	5	875296435	1
276	474	5	889174904	0
62	59	4	879373821	0
254	219	1	886475980	1
83	97	4	880308690	0
63	100	5	875747319	2
16	178	5	877719333	0
297	233	2	875239914	2
90	945	5	891383866	1
85	25	2	879452769	0
42	98	4	881106711	0
303	393	4	879484981	2
274	50	5	878944679	0
104	299	3	888442436	2
94	792	4	885873006	2
184	98	4	889908539	1
293	708	3	888907527	2
248	589	4	884534968	0
18	950	3	880130764	2
217	27	1	889070011	1
200	892	4	884127082	1
201	148	1	884140751	2
296	222	5	884196640	0
7	662	3	892133739	1
196	381	4	881251728	1
69	427	3	882145465	0
72	196	4	880036747	1
256	472	4	882152471	2
128	182	4	879967225	2
151	747	3	879524564	1
7	171	3	891351287	0
286	85	5	877533224	1
172	220	4	875537441	2
308	516	4	887736743	2
190	974	2	891625949	1
82	756	1	878768741	0
308	436	4	887739257	2
59	235	1	888203658	1
64	1063	3	889739539	2
145	756	2	885557506	2
220	298	4	881198966	0
21	324	4	874950889	1
285	269	4	890595313	1
207	65	3	878104594	2
198	658	3	884208173	2
220	333	3	881197771	2
210	70	4	887730589	0
